0.0000	0.00000
0.0100	0.01230
0.0200	0.05030
0.0300	0.10810
0.0400	0.19670
0.0500	0.29300
0.0600	0.39110
0.0700	0.51190
0.0800	0.63230
0.0900	0.75680
0.1000	0.86740
0.1100	0.95390
0.1200	1.06640
0.1300	1.15900
0.1400	1.26490
0.1500	1.37980
0.1600	1.47170
0.1700	1.56400
0.1800	1.65830
0.1900	1.76580
0.2000	1.88290
0.2100	1.97880
0.2200	2.08870
0.2300	2.21380
0.2400	2.33590
0.2500	2.46630
0.2600	2.61080
0.2700	2.72700
0.2800	2.90490
0.2900	3.06660
0.3000	3.22980
0.3100	3.41310
0.3200	3.60890
0.3300	3.78080
0.3400	4.03290
0.3500	4.24070
0.3600	4.52890
0.3700	4.78670
0.3800	5.13520
0.3900	5.44300
0.4000	5.80840
0.4100	6.21690
0.4200	6.74940
0.4300	7.20140
0.4400	7.75910
0.4500	8.48030
0.4600	9.30760
0.4700	10.21640
0.4800	11.14920
0.4900	12.41680
0.5000	13.73190
0.5100	15.86820
0.5200	17.95560
0.5300	20.86680
0.5400	24.53420
0.5500	29.88920
0.5600	37.09230
0.5700	48.38490
0.5800	64.55750
0.5900	83.58630
0.6000	97.78820
0.6100	98.92760
0.6200	89.76700
0.6300	77.40180
0.6400	65.72800
0.6500	56.56250
0.6600	49.47230
0.6700	44.12400
0.6800	39.49830
0.6900	35.88410
0.7000	32.83330
0.7100	30.20570
0.7200	27.74630
0.7300	25.81010
0.7400	24.03080
0.7500	22.26250
0.7600	20.76610
0.7700	19.40930
0.7800	18.16050
0.7900	16.83830
0.8000	15.80710
0.8100	14.76010
0.8200	13.78730
0.8300	12.85440
0.8400	11.97780
0.8500	11.16980
0.8600	10.34130
0.8700	9.60180
0.8800	8.93030
0.8900	8.19820
0.9000	7.54380
0.9100	6.86390
0.9200	6.21450
0.9300	5.62330
0.9400	5.01200
0.9500	4.43390
0.9600	3.83970
0.9700	3.24440
0.9800	2.66200
0.9900	2.12210
1.0000	1.00000
