0.0000	0.00000
0.0100	0.04890
0.0200	0.19190
0.0300	0.37500
0.0400	0.59320
0.0500	0.79550
0.0600	0.95030
0.0700	1.09110
0.0800	1.20590
0.0900	1.33180
0.1000	1.44480
0.1100	1.57900
0.1200	1.69550
0.1300	1.83160
0.1400	1.96500
0.1500	2.09940
0.1600	2.24200
0.1700	2.35520
0.1800	2.49740
0.1900	2.63760
0.2000	2.77870
0.2100	2.94490
0.2200	3.09900
0.2300	3.26940
0.2400	3.45820
0.2500	3.62690
0.2600	3.82300
0.2700	4.05860
0.2800	4.26120
0.2900	4.48700
0.3000	4.76250
0.3100	5.03390
0.3200	5.31170
0.3300	5.65300
0.3400	6.00070
0.3500	6.32250
0.3600	6.75460
0.3700	7.16780
0.3800	7.67990
0.3900	8.20820
0.4000	8.83090
0.4100	9.44020
0.4200	10.12400
0.4300	10.96810
0.4400	11.99360
0.4500	13.04870
0.4600	14.26870
0.4700	15.76490
0.4800	17.49810
0.4900	19.62330
0.5000	22.17340
0.5100	25.37560
0.5200	29.48700
0.5300	34.91980
0.5400	42.31710
0.5500	53.60230
0.5600	70.62580
0.5700	102.57920
0.5800	171.92410
0.5900	368.12230
0.6000	489.03380
0.6100	338.54370
0.6200	246.45040
0.6300	197.29020
0.6400	168.63950
0.6500	147.73660
0.6600	132.06960
0.6700	119.31880
0.6800	108.87890
0.6900	99.98360
0.7000	92.37530
0.7100	85.50170
0.7200	79.35450
0.7300	73.86850
0.7400	68.83900
0.7500	64.27810
0.7600	60.16340
0.7700	56.18720
0.7800	52.43030
0.7900	48.96270
0.8000	45.69400
0.8100	42.65630
0.8200	39.65360
0.8300	36.96210
0.8400	34.27930
0.8500	31.75340
0.8600	29.35050
0.8700	26.98110
0.8800	24.78420
0.8900	22.57050
0.9000	20.52750
0.9100	18.47980
0.9200	16.54300
0.9300	14.61980
0.9400	12.75940
0.9500	10.93420
0.9600	9.09820
0.9700	7.29510
0.9800	5.46240
0.9900	3.56950
1.0000	1.00000
