0.0000	0.00000
0.0100	0.00530
0.0200	0.02610
0.0300	0.05940
0.0400	0.09620
0.0500	0.15180
0.0600	0.21730
0.0700	0.29680
0.0800	0.37770
0.0900	0.46390
0.1000	0.54770
0.1100	0.63320
0.1200	0.72000
0.1300	0.81440
0.1400	0.91030
0.1500	0.99140
0.1600	1.07680
0.1700	1.17840
0.1800	1.28140
0.1900	1.35710
0.2000	1.45400
0.2100	1.54660
0.2200	1.63070
0.2300	1.73760
0.2400	1.81500
0.2500	1.92140
0.2600	2.03860
0.2700	2.14960
0.2800	2.26980
0.2900	2.38160
0.3000	2.53300
0.3100	2.69090
0.3200	2.81730
0.3300	2.97160
0.3400	3.15760
0.3500	3.31120
0.3600	3.54880
0.3700	3.74320
0.3800	3.98290
0.3900	4.22100
0.4000	4.52480
0.4100	4.79740
0.4200	5.14950
0.4300	5.54600
0.4400	5.89150
0.4500	6.40580
0.4600	6.91700
0.4700	7.49440
0.4800	8.33130
0.4900	9.20330
0.5000	10.27790
0.5100	11.32550
0.5200	13.00570
0.5300	14.64950
0.5400	17.04330
0.5500	20.00700
0.5600	23.70700
0.5700	28.26210
0.5800	33.22800
0.5900	38.27760
0.6000	42.52170
0.6100	44.24040
0.6200	44.51640
0.6300	42.76870
0.6400	39.35740
0.6500	35.72660
0.6600	32.12890
0.6700	28.89920
0.6800	26.05280
0.6900	23.82450
0.7000	21.66180
0.7100	19.78260
0.7200	18.31460
0.7300	17.02040
0.7400	15.77740
0.7500	14.62300
0.7600	13.61500
0.7700	12.65090
0.7800	11.82040
0.7900	11.08460
0.8000	10.37110
0.8100	9.70700
0.8200	9.02040
0.8300	8.46290
0.8400	7.84650
0.8500	7.39140
0.8600	6.85260
0.8700	6.39710
0.8800	5.94350
0.8900	5.49230
0.9000	5.08600
0.9100	4.68870
0.9200	4.29630
0.9300	3.89880
0.9400	3.49600
0.9500	3.15910
0.9600	2.80460
0.9700	2.47380
0.9800	2.15770
0.9900	1.68140
1.0000	1.00000
