0.0000	0.00000
0.0100	0.02760
0.0200	0.09800
0.0300	0.21100
0.0400	0.34810
0.0500	0.51690
0.0600	0.66170
0.0700	0.81110
0.0800	0.94440
0.0900	1.06870
0.1000	1.16720
0.1100	1.28490
0.1200	1.38380
0.1300	1.50420
0.1400	1.60830
0.1500	1.71650
0.1600	1.83590
0.1700	1.95480
0.1800	2.08510
0.1900	2.20630
0.2000	2.33890
0.2100	2.43650
0.2200	2.58930
0.2300	2.74370
0.2400	2.88510
0.2500	3.03580
0.2600	3.21060
0.2700	3.35760
0.2800	3.55390
0.2900	3.75230
0.3000	3.97020
0.3100	4.21350
0.3200	4.46750
0.3300	4.67280
0.3400	4.96690
0.3500	5.25720
0.3600	5.60820
0.3700	5.95710
0.3800	6.37360
0.3900	6.73350
0.4000	7.23870
0.4100	7.80220
0.4200	8.37610
0.4300	9.04490
0.4400	9.86100
0.4500	10.68710
0.4600	11.72200
0.4700	12.87420
0.4800	14.25860
0.4900	15.78400
0.5000	17.88820
0.5100	20.31330
0.5200	23.27150
0.5300	27.36970
0.5400	33.13610
0.5500	40.82600
0.5600	52.82000
0.5700	73.68820
0.5800	113.42930
0.5900	177.86480
0.6000	224.31760
0.6100	197.70460
0.6200	154.30850
0.6300	122.29110
0.6400	102.44660
0.6500	88.33650
0.6600	77.91520
0.6700	69.89020
0.6800	63.21520
0.6900	57.92610
0.7000	53.27440
0.7100	49.05730
0.7200	45.51320
0.7300	42.32040
0.7400	39.46330
0.7500	36.74170
0.7600	34.27340
0.7700	31.96330
0.7800	29.91600
0.7900	27.98560
0.8000	26.14740
0.8100	24.36930
0.8200	22.69190
0.8300	21.21330
0.8400	19.68770
0.8500	18.32310
0.8600	16.96390
0.8700	15.65440
0.8800	14.40500
0.8900	13.26660
0.9000	12.05500
0.9100	10.95510
0.9200	9.81650
0.9300	8.80010
0.9400	7.73920
0.9500	6.70740
0.9600	5.67950
0.9700	4.67810
0.9800	3.63910
0.9900	2.59450
1.0000	1.00000
